Frame,GGPP_Lig1_HB_Count,GGPP_Lig2_HB_Count
1655,359,359
1656,349,349
1657,359,359
1658,347,347
1659,352,352
1660,339,339
1661,360,360
1662,354,354
1663,363,363
1664,365,365
1665,349,349
1666,359,359
1667,353,353
1668,343,343
1669,360,360
1670,358,358
1671,361,361
1672,347,347
1673,335,335
1674,352,352
1675,355,355
1676,346,346
1677,363,363
1678,350,350
1679,356,356
1680,355,355
1681,362,362
1682,347,347
1683,343,343
1684,346,346
1685,349,349
1686,344,344
1687,344,344
1688,360,360
1689,344,344
1690,351,351
1691,349,349
1692,343,343
1693,352,352
1694,346,346
1695,340,340
1696,354,354
1697,354,354
1698,362,362
1699,353,353
1700,349,349
1701,356,356
1702,349,349
1703,356,356
1704,350,350
1705,340,340
1706,344,344
1707,348,348
1708,354,354
1709,351,351
1710,365,365
1711,355,355
1712,353,353
1713,358,358
1714,356,356
1715,354,354
1716,347,347
1717,350,350
1718,342,342
1719,366,366
1720,338,338
1721,352,352
1722,343,343
1723,357,357
1724,339,339
1725,359,359
1726,354,354
1727,372,372
1728,354,354
1729,359,359
1730,365,365
1731,343,343
1732,356,356
1733,356,356
1734,353,353
1735,334,334
1736,331,331
1737,353,353
1738,350,350
1739,353,353
1740,357,357
1741,356,356
1742,356,356
1743,355,355
1744,369,369
1745,353,353
1746,355,355
1747,357,357
1748,357,357
1749,366,366
1750,348,348
1751,342,342
1752,352,352
1753,372,372
1754,364,364
1755,361,361
1756,350,350
1757,354,354
1758,353,353
1759,345,345
1760,360,360
1761,357,357
1762,360,360
1763,349,349
1764,354,354
1765,351,351
1766,351,351
1767,346,346
1768,358,358
1769,339,339
1770,348,348
1771,338,338
1772,348,348
1773,359,359
1774,346,346
1775,347,347
1776,357,357
1777,352,352
1778,353,353
1779,348,348
1780,359,359
1781,342,342
1782,355,355
1783,354,354
1784,349,349
1785,355,355
1786,354,354
1787,343,343
1788,347,347
1789,362,362
1790,351,351
1791,350,350
1792,343,343
1793,355,355
1794,345,345
1795,358,358
1796,354,354
1797,352,352
1798,346,346
1799,341,341
